Rainfall - (MM), Year, Statistics, Country
52.8394,1964, Aug Average, Sao Tome and Principe
75.3541,1964, Sep Average, Sao Tome and Principe
211.936,1964, Oct Average, Sao Tome and Principe
287.781,1964, Nov Average, Sao Tome and Principe
213.55,1964, Dec Average, Sao Tome and Principe
165.489,1965, Jan Average, Sao Tome and Principe
115.618,1965, Feb Average, Sao Tome and Principe
196.629,1965, Mar Average, Sao Tome and Principe
287.503,1965, Apr Average, Sao Tome and Principe
308.173,1965, May Average, Sao Tome and Principe
51.9825,1965, Jun Average, Sao Tome and Principe
49.2301,1965, Jul Average, Sao Tome and Principe
157.964,1965, Aug Average, Sao Tome and Principe
97.2029,1965, Sep Average, Sao Tome and Principe
146.723,1965, Oct Average, Sao Tome and Principe
159.445,1965, Nov Average, Sao Tome and Principe
144.185,1965, Dec Average, Sao Tome and Principe
158.297,1966, Jan Average, Sao Tome and Principe
162.56,1966, Feb Average, Sao Tome and Principe
159.049,1966, Mar Average, Sao Tome and Principe
300.781,1966, Apr Average, Sao Tome and Principe
328.44,1966, May Average, Sao Tome and Principe
468.07,1966, Jun Average, Sao Tome and Principe
12.6665,1966, Jul Average, Sao Tome and Principe
115.063,1966, Aug Average, Sao Tome and Principe
120.503,1966, Sep Average, Sao Tome and Principe
312.633,1966, Oct Average, Sao Tome and Principe
276.278,1966, Nov Average, Sao Tome and Principe
103.451,1966, Dec Average, Sao Tome and Principe
143.557,1967, Jan Average, Sao Tome and Principe
108.459,1967, Feb Average, Sao Tome and Principe
210.752,1967, Mar Average, Sao Tome and Principe
292.221,1967, Apr Average, Sao Tome and Principe
386.101,1967, May Average, Sao Tome and Principe
34.6671,1967, Jun Average, Sao Tome and Principe
17.5452,1967, Jul Average, Sao Tome and Principe
30.5242,1967, Aug Average, Sao Tome and Principe
202.125,1967, Sep Average, Sao Tome and Principe
450.111,1967, Oct Average, Sao Tome and Principe
241.333,1967, Nov Average, Sao Tome and Principe
182.067,1967, Dec Average, Sao Tome and Principe
197.578,1968, Jan Average, Sao Tome and Principe
174.6,1968, Feb Average, Sao Tome and Principe
242.512,1968, Mar Average, Sao Tome and Principe
222.468,1968, Apr Average, Sao Tome and Principe
318.644,1968, May Average, Sao Tome and Principe
15.0025,1968, Jun Average, Sao Tome and Principe
5.39201,1968, Jul Average, Sao Tome and Principe
19.9397,1968, Aug Average, Sao Tome and Principe
17.4594,1968, Sep Average, Sao Tome and Principe
308.952,1968, Oct Average, Sao Tome and Principe
330.432,1968, Nov Average, Sao Tome and Principe
112.317,1968, Dec Average, Sao Tome and Principe
179.885,1969, Jan Average, Sao Tome and Principe
118.315,1969, Feb Average, Sao Tome and Principe
222.367,1969, Mar Average, Sao Tome and Principe
300.663,1969, Apr Average, Sao Tome and Principe
144.371,1969, May Average, Sao Tome and Principe
30.0001,1969, Jun Average, Sao Tome and Principe
55.4737,1969, Jul Average, Sao Tome and Principe
94.2483,1969, Aug Average, Sao Tome and Principe
136.943,1969, Sep Average, Sao Tome and Principe
286.845,1969, Oct Average, Sao Tome and Principe
295.89,1969, Nov Average, Sao Tome and Principe
285.52,1969, Dec Average, Sao Tome and Principe
211.013,1970, Jan Average, Sao Tome and Principe
172.594,1970, Feb Average, Sao Tome and Principe
248.484,1970, Mar Average, Sao Tome and Principe
316.156,1970, Apr Average, Sao Tome and Principe
186.239,1970, May Average, Sao Tome and Principe
30.6657,1970, Jun Average, Sao Tome and Principe
30.7309,1970, Jul Average, Sao Tome and Principe
244.915,1970, Aug Average, Sao Tome and Principe
145.788,1970, Sep Average, Sao Tome and Principe
296.204,1970, Oct Average, Sao Tome and Principe
278.9,1970, Nov Average, Sao Tome and Principe
160.028,1970, Dec Average, Sao Tome and Principe
115.218,1971, Jan Average, Sao Tome and Principe
149.642,1971, Feb Average, Sao Tome and Principe
272.412,1971, Mar Average, Sao Tome and Principe
177.5,1971, Apr Average, Sao Tome and Principe
263.198,1971, May Average, Sao Tome and Principe
110.889,1971, Jun Average, Sao Tome and Principe
18.0585,1971, Jul Average, Sao Tome and Principe
84.8741,1971, Aug Average, Sao Tome and Principe
259.115,1971, Sep Average, Sao Tome and Principe
509.676,1971, Oct Average, Sao Tome and Principe
206.801,1971, Nov Average, Sao Tome and Principe
74.6661,1971, Dec Average, Sao Tome and Principe
153.667,1972, Jan Average, Sao Tome and Principe
92.948,1972, Feb Average, Sao Tome and Principe
215.359,1972, Mar Average, Sao Tome and Principe
168.829,1972, Apr Average, Sao Tome and Principe
172.501,1972, May Average, Sao Tome and Principe
26.1508,1972, Jun Average, Sao Tome and Principe
84.0059,1972, Jul Average, Sao Tome and Principe
12.8799,1972, Aug Average, Sao Tome and Principe
29.261,1972, Sep Average, Sao Tome and Principe
277.684,1972, Oct Average, Sao Tome and Principe
295.476,1972, Nov Average, Sao Tome and Principe
199.954,1972, Dec Average, Sao Tome and Principe
162.611,1973, Jan Average, Sao Tome and Principe
131.433,1973, Feb Average, Sao Tome and Principe
207.651,1973, Mar Average, Sao Tome and Principe
171.008,1973, Apr Average, Sao Tome and Principe
195.831,1973, May Average, Sao Tome and Principe
26.2357,1973, Jun Average, Sao Tome and Principe
229.432,1973, Jul Average, Sao Tome and Principe
14.9791,1973, Aug Average, Sao Tome and Principe
294.268,1973, Sep Average, Sao Tome and Principe
505.124,1973, Oct Average, Sao Tome and Principe
281.626,1973, Nov Average, Sao Tome and Principe
171.665,1973, Dec Average, Sao Tome and Principe
133.044,1974, Jan Average, Sao Tome and Principe
80.2733,1974, Feb Average, Sao Tome and Principe
147.268,1974, Mar Average, Sao Tome and Principe
182.132,1974, Apr Average, Sao Tome and Principe
363.334,1974, May Average, Sao Tome and Principe
85.7171,1974, Jun Average, Sao Tome and Principe
10.6199,1974, Jul Average, Sao Tome and Principe
13.9816,1974, Aug Average, Sao Tome and Principe
72.8656,1974, Sep Average, Sao Tome and Principe
387.317,1974, Oct Average, Sao Tome and Principe
212.032,1974, Nov Average, Sao Tome and Principe
140.489,1974, Dec Average, Sao Tome and Principe
156.297,1975, Jan Average, Sao Tome and Principe
136.965,1975, Feb Average, Sao Tome and Principe
165.95,1975, Mar Average, Sao Tome and Principe
218.454,1975, Apr Average, Sao Tome and Principe
262.287,1975, May Average, Sao Tome and Principe
98.4152,1975, Jun Average, Sao Tome and Principe
27.1264,1975, Jul Average, Sao Tome and Principe
66.9573,1975, Aug Average, Sao Tome and Principe
184.312,1975, Sep Average, Sao Tome and Principe
427.923,1975, Oct Average, Sao Tome and Principe
303.017,1975, Nov Average, Sao Tome and Principe
234.399,1975, Dec Average, Sao Tome and Principe
160.201,1976, Jan Average, Sao Tome and Principe
156.178,1976, Feb Average, Sao Tome and Principe
198.149,1976, Mar Average, Sao Tome and Principe
303.276,1976, Apr Average, Sao Tome and Principe
139.84,1976, May Average, Sao Tome and Principe
9.69078,1976, Jun Average, Sao Tome and Principe
21.1919,1976, Jul Average, Sao Tome and Principe
71.0159,1976, Aug Average, Sao Tome and Principe
72.7497,1976, Sep Average, Sao Tome and Principe
287.621,1976, Oct Average, Sao Tome and Principe
375.283,1976, Nov Average, Sao Tome and Principe
300.263,1976, Dec Average, Sao Tome and Principe
243.739,1977, Jan Average, Sao Tome and Principe
136.931,1977, Feb Average, Sao Tome and Principe
152.417,1977, Mar Average, Sao Tome and Principe
186.776,1977, Apr Average, Sao Tome and Principe
173.244,1977, May Average, Sao Tome and Principe
83.9545,1977, Jun Average, Sao Tome and Principe
3.4611,1977, Jul Average, Sao Tome and Principe
124.017,1977, Aug Average, Sao Tome and Principe
479.704,1977, Sep Average, Sao Tome and Principe
424.149,1977, Oct Average, Sao Tome and Principe
150.004,1977, Nov Average, Sao Tome and Principe
96.8981,1977, Dec Average, Sao Tome and Principe
178.331,1978, Jan Average, Sao Tome and Principe
191.21,1978, Feb Average, Sao Tome and Principe
276.208,1978, Mar Average, Sao Tome and Principe
190.417,1978, Apr Average, Sao Tome and Principe
57.771,1978, May Average, Sao Tome and Principe
20.9061,1978, Jun Average, Sao Tome and Principe
8.7822,1978, Jul Average, Sao Tome and Principe
58.5244,1978, Aug Average, Sao Tome and Principe
115.996,1978, Sep Average, Sao Tome and Principe
295.566,1978, Oct Average, Sao Tome and Principe
168.473,1978, Nov Average, Sao Tome and Principe
311.425,1978, Dec Average, Sao Tome and Principe
78.2541,1979, Jan Average, Sao Tome and Principe
210.792,1979, Feb Average, Sao Tome and Principe
211.26,1979, Mar Average, Sao Tome and Principe
348.394,1979, Apr Average, Sao Tome and Principe
224.374,1979, May Average, Sao Tome and Principe
137.251,1979, Jun Average, Sao Tome and Principe
54.8225,1979, Jul Average, Sao Tome and Principe
28.8739,1979, Aug Average, Sao Tome and Principe
35.1044,1979, Sep Average, Sao Tome and Principe
131.195,1979, Oct Average, Sao Tome and Principe
246.787,1979, Nov Average, Sao Tome and Principe
169.961,1979, Dec Average, Sao Tome and Principe
101.219,1980, Jan Average, Sao Tome and Principe
122.14,1980, Feb Average, Sao Tome and Principe
225.343,1980, Mar Average, Sao Tome and Principe
157.963,1980, Apr Average, Sao Tome and Principe
169.112,1980, May Average, Sao Tome and Principe
5.09576,1980, Jun Average, Sao Tome and Principe
31.3972,1980, Jul Average, Sao Tome and Principe
34.6471,1980, Aug Average, Sao Tome and Principe
200.336,1980, Sep Average, Sao Tome and Principe
235.643,1980, Oct Average, Sao Tome and Principe
251,1980, Nov Average, Sao Tome and Principe
122.496,1980, Dec Average, Sao Tome and Principe
183.443,1981, Jan Average, Sao Tome and Principe
129.504,1981, Feb Average, Sao Tome and Principe
199.54,1981, Mar Average, Sao Tome and Principe
199.479,1981, Apr Average, Sao Tome and Principe
31.5602,1981, May Average, Sao Tome and Principe
6.28019,1981, Jun Average, Sao Tome and Principe
5.47757,1981, Jul Average, Sao Tome and Principe
98.1717,1981, Aug Average, Sao Tome and Principe
135.299,1981, Sep Average, Sao Tome and Principe
303,1981, Oct Average, Sao Tome and Principe
310.576,1981, Nov Average, Sao Tome and Principe
74.0969,1981, Dec Average, Sao Tome and Principe
195.343,1982, Jan Average, Sao Tome and Principe
104.777,1982, Feb Average, Sao Tome and Principe
167.443,1982, Mar Average, Sao Tome and Principe
111.757,1982, Apr Average, Sao Tome and Principe
43.2383,1982, May Average, Sao Tome and Principe
5.60756,1982, Jun Average, Sao Tome and Principe
35.4654,1982, Jul Average, Sao Tome and Principe
38.1289,1982, Aug Average, Sao Tome and Principe
110.408,1982, Sep Average, Sao Tome and Principe
210.189,1982, Oct Average, Sao Tome and Principe
281.788,1982, Nov Average, Sao Tome and Principe
206.722,1982, Dec Average, Sao Tome and Principe
109.979,1983, Jan Average, Sao Tome and Principe
86.7839,1983, Feb Average, Sao Tome and Principe
139.438,1983, Mar Average, Sao Tome and Principe
185.346,1983, Apr Average, Sao Tome and Principe
116.577,1983, May Average, Sao Tome and Principe
24.1951,1983, Jun Average, Sao Tome and Principe
41.2276,1983, Jul Average, Sao Tome and Principe
20.2533,1983, Aug Average, Sao Tome and Principe
93.8141,1983, Sep Average, Sao Tome and Principe
145.626,1983, Oct Average, Sao Tome and Principe
216.47,1983, Nov Average, Sao Tome and Principe
272.693,1983, Dec Average, Sao Tome and Principe
120.028,1984, Jan Average, Sao Tome and Principe
76.3641,1984, Feb Average, Sao Tome and Principe
160.975,1984, Mar Average, Sao Tome and Principe
210.972,1984, Apr Average, Sao Tome and Principe
245.819,1984, May Average, Sao Tome and Principe
315.832,1984, Jun Average, Sao Tome and Principe
58.2888,1984, Jul Average, Sao Tome and Principe
423.648,1984, Aug Average, Sao Tome and Principe
497.962,1984, Sep Average, Sao Tome and Principe
440.491,1984, Oct Average, Sao Tome and Principe
264.424,1984, Nov Average, Sao Tome and Principe
162.322,1984, Dec Average, Sao Tome and Principe
170.141,1985, Jan Average, Sao Tome and Principe
79.7582,1985, Feb Average, Sao Tome and Principe
230.212,1985, Mar Average, Sao Tome and Principe
224.395,1985, Apr Average, Sao Tome and Principe
133.032,1985, May Average, Sao Tome and Principe
10.1961,1985, Jun Average, Sao Tome and Principe
41.6158,1985, Jul Average, Sao Tome and Principe
20.3698,1985, Aug Average, Sao Tome and Principe
209.131,1985, Sep Average, Sao Tome and Principe
597.54,1985, Oct Average, Sao Tome and Principe
253.168,1985, Nov Average, Sao Tome and Principe
273.115,1985, Dec Average, Sao Tome and Principe
99.4103,1986, Jan Average, Sao Tome and Principe
153.39,1986, Feb Average, Sao Tome and Principe
262.774,1986, Mar Average, Sao Tome and Principe
199.632,1986, Apr Average, Sao Tome and Principe
197.874,1986, May Average, Sao Tome and Principe
97.4698,1986, Jun Average, Sao Tome and Principe
38.1418,1986, Jul Average, Sao Tome and Principe
71.1841,1986, Aug Average, Sao Tome and Principe
42.9229,1986, Sep Average, Sao Tome and Principe
216.43,1986, Oct Average, Sao Tome and Principe
288.099,1986, Nov Average, Sao Tome and Principe
178.038,1986, Dec Average, Sao Tome and Principe
120.94,1987, Jan Average, Sao Tome and Principe
198.518,1987, Feb Average, Sao Tome and Principe
141.159,1987, Mar Average, Sao Tome and Principe
262.529,1987, Apr Average, Sao Tome and Principe
150.604,1987, May Average, Sao Tome and Principe
43.9026,1987, Jun Average, Sao Tome and Principe
18.89,1987, Jul Average, Sao Tome and Principe
70.8486,1987, Aug Average, Sao Tome and Principe
131.364,1987, Sep Average, Sao Tome and Principe
150.835,1987, Oct Average, Sao Tome and Principe
308.788,1987, Nov Average, Sao Tome and Principe
159.912,1987, Dec Average, Sao Tome and Principe
173.445,1988, Jan Average, Sao Tome and Principe
94.3599,1988, Feb Average, Sao Tome and Principe
269.054,1988, Mar Average, Sao Tome and Principe
300.692,1988, Apr Average, Sao Tome and Principe
339.376,1988, May Average, Sao Tome and Principe
460.728,1988, Jun Average, Sao Tome and Principe
70.5726,1988, Jul Average, Sao Tome and Principe
156.917,1988, Aug Average, Sao Tome and Principe
114.175,1988, Sep Average, Sao Tome and Principe
488.598,1988, Oct Average, Sao Tome and Principe
381.143,1988, Nov Average, Sao Tome and Principe
275.431,1988, Dec Average, Sao Tome and Principe
98.4008,1989, Jan Average, Sao Tome and Principe
88.5376,1989, Feb Average, Sao Tome and Principe
172.126,1989, Mar Average, Sao Tome and Principe
194.03,1989, Apr Average, Sao Tome and Principe
507.198,1989, May Average, Sao Tome and Principe
23.7906,1989, Jun Average, Sao Tome and Principe
2.97956,1989, Jul Average, Sao Tome and Principe
56.5615,1989, Aug Average, Sao Tome and Principe
162.774,1989, Sep Average, Sao Tome and Principe
514.232,1989, Oct Average, Sao Tome and Principe
344.942,1989, Nov Average, Sao Tome and Principe
168.311,1989, Dec Average, Sao Tome and Principe
203.621,1990, Jan Average, Sao Tome and Principe
76.2962,1990, Feb Average, Sao Tome and Principe
85.2531,1990, Mar Average, Sao Tome and Principe
154.549,1990, Apr Average, Sao Tome and Principe
410.407,1990, May Average, Sao Tome and Principe
28.6973,1990, Jun Average, Sao Tome and Principe
71.9797,1990, Jul Average, Sao Tome and Principe
59.1982,1990, Aug Average, Sao Tome and Principe
254.507,1990, Sep Average, Sao Tome and Principe
466.678,1990, Oct Average, Sao Tome and Principe
250.6,1990, Nov Average, Sao Tome and Principe
273.102,1990, Dec Average, Sao Tome and Principe
6.0487,1961, Jan Average, Saudi Arabia
5.97731,1961, Feb Average, Saudi Arabia
10.1534,1961, Mar Average, Saudi Arabia
16.2361,1961, Apr Average, Saudi Arabia
9.6311,1961, May Average, Saudi Arabia
1.72872,1961, Jun Average, Saudi Arabia
5.1491,1961, Jul Average, Saudi Arabia
2.71938,1961, Aug Average, Saudi Arabia
0.92967,1961, Sep Average, Saudi Arabia
1.67634,1961, Oct Average, Saudi Arabia
10.4248,1961, Nov Average, Saudi Arabia
6.84554,1961, Dec Average, Saudi Arabia
3.43929,1962, Jan Average, Saudi Arabia
1.72639,1962, Feb Average, Saudi Arabia
3.75386,1962, Mar Average, Saudi Arabia
11.2454,1962, Apr Average, Saudi Arabia
3.63159,1962, May Average, Saudi Arabia
1.5889,1962, Jun Average, Saudi Arabia
2.738,1962, Jul Average, Saudi Arabia
2.5296,1962, Aug Average, Saudi Arabia
0.83078,1962, Sep Average, Saudi Arabia
0.77799,1962, Oct Average, Saudi Arabia
15.3748,1962, Nov Average, Saudi Arabia
5.04704,1962, Dec Average, Saudi Arabia
10.5887,1963, Jan Average, Saudi Arabia
4.30624,1963, Feb Average, Saudi Arabia
2.73054,1963, Mar Average, Saudi Arabia
30.5773,1963, Apr Average, Saudi Arabia
15.8908,1963, May Average, Saudi Arabia
1.15954,1963, Jun Average, Saudi Arabia
3.31712,1963, Jul Average, Saudi Arabia
4.45789,1963, Aug Average, Saudi Arabia
0.50467,1963, Sep Average, Saudi Arabia
1.07036,1963, Oct Average, Saudi Arabia
23.3466,1963, Nov Average, Saudi Arabia
7.16449,1963, Dec Average, Saudi Arabia
14.3128,1964, Jan Average, Saudi Arabia
8.06164,1964, Feb Average, Saudi Arabia
5.61799,1964, Mar Average, Saudi Arabia
7.62277,1964, Apr Average, Saudi Arabia
2.58597,1964, May Average, Saudi Arabia
2.94041,1964, Jun Average, Saudi Arabia
9.68218,1964, Jul Average, Saudi Arabia
4.6399,1964, Aug Average, Saudi Arabia
1.21417,1964, Sep Average, Saudi Arabia
0.33114,1964, Oct Average, Saudi Arabia
1.92816,1964, Nov Average, Saudi Arabia
17.4653,1964, Dec Average, Saudi Arabia
5.63983,1965, Jan Average, Saudi Arabia
1.33053,1965, Feb Average, Saudi Arabia
5.83231,1965, Mar Average, Saudi Arabia
19.6599,1965, Apr Average, Saudi Arabia
1.81256,1965, May Average, Saudi Arabia
1.08501,1965, Jun Average, Saudi Arabia
9.95625,1965, Jul Average, Saudi Arabia
4.08902,1965, Aug Average, Saudi Arabia
0.53247,1965, Sep Average, Saudi Arabia
1.732,1965, Oct Average, Saudi Arabia
14.1754,1965, Nov Average, Saudi Arabia
1.42866,1965, Dec Average, Saudi Arabia
4.26294,1966, Jan Average, Saudi Arabia
12.3912,1966, Feb Average, Saudi Arabia
4.9566,1966, Mar Average, Saudi Arabia
8.55223,1966, Apr Average, Saudi Arabia
2.8255,1966, May Average, Saudi Arabia
1.30172,1966, Jun Average, Saudi Arabia
2.54985,1966, Jul Average, Saudi Arabia
3.38965,1966, Aug Average, Saudi Arabia
0.93619,1966, Sep Average, Saudi Arabia
4.69278,1966, Oct Average, Saudi Arabia
3.73189,1966, Nov Average, Saudi Arabia
1.7699,1966, Dec Average, Saudi Arabia
1.76376,1967, Jan Average, Saudi Arabia
3.13982,1967, Feb Average, Saudi Arabia
14.4167,1967, Mar Average, Saudi Arabia
16.1958,1967, Apr Average, Saudi Arabia
28.3917,1967, May Average, Saudi Arabia
0.99608,1967, Jun Average, Saudi Arabia
5.32216,1967, Jul Average, Saudi Arabia
3.69991,1967, Aug Average, Saudi Arabia
0.56011,1967, Sep Average, Saudi Arabia
2.23467,1967, Oct Average, Saudi Arabia
11.4137,1967, Nov Average, Saudi Arabia
1.34606,1967, Dec Average, Saudi Arabia
1.09483,1968, Jan Average, Saudi Arabia
11.9658,1968, Feb Average, Saudi Arabia
7.73736,1968, Mar Average, Saudi Arabia
24.6779,1968, Apr Average, Saudi Arabia
23.6605,1968, May Average, Saudi Arabia
4.41925,1968, Jun Average, Saudi Arabia
4.42457,1968, Jul Average, Saudi Arabia
1.30429,1968, Aug Average, Saudi Arabia
0.49499,1968, Sep Average, Saudi Arabia
0.64279,1968, Oct Average, Saudi Arabia
10.5264,1968, Nov Average, Saudi Arabia
8.86719,1968, Dec Average, Saudi Arabia
11.9198,1969, Jan Average, Saudi Arabia
5.13775,1969, Feb Average, Saudi Arabia
6.37124,1969, Mar Average, Saudi Arabia
16.5215,1969, Apr Average, Saudi Arabia
9.32647,1969, May Average, Saudi Arabia
1.02241,1969, Jun Average, Saudi Arabia
2.20114,1969, Jul Average, Saudi Arabia
4.94239,1969, Aug Average, Saudi Arabia
0.67233,1969, Sep Average, Saudi Arabia
4.07268,1969, Oct Average, Saudi Arabia
10.84,1969, Nov Average, Saudi Arabia
1.25756,1969, Dec Average, Saudi Arabia
7.38558,1970, Jan Average, Saudi Arabia
1.83908,1970, Feb Average, Saudi Arabia
3.16781,1970, Mar Average, Saudi Arabia
2.63161,1970, Apr Average, Saudi Arabia
1.63349,1970, May Average, Saudi Arabia
1.57327,1970, Jun Average, Saudi Arabia
1.86019,1970, Jul Average, Saudi Arabia
7.08523,1970, Aug Average, Saudi Arabia
1.60803,1970, Sep Average, Saudi Arabia
0.37947,1970, Oct Average, Saudi Arabia
1.41511,1970, Nov Average, Saudi Arabia
3.03895,1970, Dec Average, Saudi Arabia
6.71288,1971, Jan Average, Saudi Arabia
2.14842,1971, Feb Average, Saudi Arabia
15.177,1971, Mar Average, Saudi Arabia
39.3756,1971, Apr Average, Saudi Arabia
7.18002,1971, May Average, Saudi Arabia
1.39477,1971, Jun Average, Saudi Arabia
2.19207,1971, Jul Average, Saudi Arabia
1.32497,1971, Aug Average, Saudi Arabia
2.1455,1971, Sep Average, Saudi Arabia
0.5825,1971, Oct Average, Saudi Arabia
5.30783,1971, Nov Average, Saudi Arabia
5.12869,1971, Dec Average, Saudi Arabia
14.2193,1972, Jan Average, Saudi Arabia
3.42249,1972, Feb Average, Saudi Arabia
23.1118,1972, Mar Average, Saudi Arabia
27.62,1972, Apr Average, Saudi Arabia
3.62037,1972, May Average, Saudi Arabia
3.81151,1972, Jun Average, Saudi Arabia
1.87357,1972, Jul Average, Saudi Arabia
0.99745,1972, Aug Average, Saudi Arabia
0.5429,1972, Sep Average, Saudi Arabia
0.97294,1972, Oct Average, Saudi Arabia
6.55536,1972, Nov Average, Saudi Arabia
4.64142,1972, Dec Average, Saudi Arabia
2.97558,1973, Jan Average, Saudi Arabia
2.8129,1973, Feb Average, Saudi Arabia
5.44751,1973, Mar Average, Saudi Arabia
7.49223,1973, Apr Average, Saudi Arabia
3.43718,1973, May Average, Saudi Arabia
1.75536,1973, Jun Average, Saudi Arabia
3.62882,1973, Jul Average, Saudi Arabia
4.68397,1973, Aug Average, Saudi Arabia
0.62024,1973, Sep Average, Saudi Arabia
0.48354,1973, Oct Average, Saudi Arabia
3.0684,1973, Nov Average, Saudi Arabia
6.54194,1973, Dec Average, Saudi Arabia
9.07994,1974, Jan Average, Saudi Arabia
5.52889,1974, Feb Average, Saudi Arabia
21.0545,1974, Mar Average, Saudi Arabia
4.1964,1974, Apr Average, Saudi Arabia
21.4376,1974, May Average, Saudi Arabia
1.148,1974, Jun Average, Saudi Arabia
1.38714,1974, Jul Average, Saudi Arabia
2.34504,1974, Aug Average, Saudi Arabia
0.49201,1974, Sep Average, Saudi Arabia
0.43181,1974, Oct Average, Saudi Arabia
1.882,1974, Nov Average, Saudi Arabia
8.38607,1974, Dec Average, Saudi Arabia
8.80899,1975, Jan Average, Saudi Arabia
6.74809,1975, Feb Average, Saudi Arabia
8.83327,1975, Mar Average, Saudi Arabia
32.0805,1975, Apr Average, Saudi Arabia
2.79825,1975, May Average, Saudi Arabia
1.5173,1975, Jun Average, Saudi Arabia
5.37111,1975, Jul Average, Saudi Arabia
6.03023,1975, Aug Average, Saudi Arabia
1.75565,1975, Sep Average, Saudi Arabia
0.39656,1975, Oct Average, Saudi Arabia
2.22385,1975, Nov Average, Saudi Arabia
8.4173,1975, Dec Average, Saudi Arabia
3.75189,1976, Jan Average, Saudi Arabia
13.6887,1976, Feb Average, Saudi Arabia
21.3529,1976, Mar Average, Saudi Arabia
35.5819,1976, Apr Average, Saudi Arabia
9.28631,1976, May Average, Saudi Arabia
1.72982,1976, Jun Average, Saudi Arabia
4.50254,1976, Jul Average, Saudi Arabia
0.98047,1976, Aug Average, Saudi Arabia
1.29532,1976, Sep Average, Saudi Arabia
3.86146,1976, Oct Average, Saudi Arabia
13.3163,1976, Nov Average, Saudi Arabia
4.52511,1976, Dec Average, Saudi Arabia
5.64812,1977, Jan Average, Saudi Arabia
2.43815,1977, Feb Average, Saudi Arabia
4.77281,1977, Mar Average, Saudi Arabia
12.4346,1977, Apr Average, Saudi Arabia
12.394,1977, May Average, Saudi Arabia
1.55105,1977, Jun Average, Saudi Arabia
2.19032,1977, Jul Average, Saudi Arabia
10.2651,1977, Aug Average, Saudi Arabia
1.83915,1977, Sep Average, Saudi Arabia
2.94534,1977, Oct Average, Saudi Arabia
2.66288,1977, Nov Average, Saudi Arabia
7.53768,1977, Dec Average, Saudi Arabia
3.08712,1978, Jan Average, Saudi Arabia
5.11009,1978, Feb Average, Saudi Arabia
6.96665,1978, Mar Average, Saudi Arabia
5.59303,1978, Apr Average, Saudi Arabia
2.06771,1978, May Average, Saudi Arabia
3.85874,1978, Jun Average, Saudi Arabia
8.16348,1978, Jul Average, Saudi Arabia
1.73049,1978, Aug Average, Saudi Arabia
0.57461,1978, Sep Average, Saudi Arabia
0.4039,1978, Oct Average, Saudi Arabia
4.58321,1978, Nov Average, Saudi Arabia
4.95934,1978, Dec Average, Saudi Arabia
14.6779,1979, Jan Average, Saudi Arabia
4.59506,1979, Feb Average, Saudi Arabia
7.92981,1979, Mar Average, Saudi Arabia
5.57577,1979, Apr Average, Saudi Arabia
17.0801,1979, May Average, Saudi Arabia
3.40895,1979, Jun Average, Saudi Arabia
2.45979,1979, Jul Average, Saudi Arabia
8.46646,1979, Aug Average, Saudi Arabia
3.71307,1979, Sep Average, Saudi Arabia
7.31688,1979, Oct Average, Saudi Arabia
1.8335,1979, Nov Average, Saudi Arabia
7.49138,1979, Dec Average, Saudi Arabia
5.92393,1980, Jan Average, Saudi Arabia
15.3259,1980, Feb Average, Saudi Arabia
5.22701,1980, Mar Average, Saudi Arabia
3.12138,1980, Apr Average, Saudi Arabia
3.29539,1980, May Average, Saudi Arabia
1.02525,1980, Jun Average, Saudi Arabia
2.34335,1980, Jul Average, Saudi Arabia
1.8271,1980, Aug Average, Saudi Arabia
0.57742,1980, Sep Average, Saudi Arabia
1.79723,1980, Oct Average, Saudi Arabia
3.18068,1980, Nov Average, Saudi Arabia
3.97231,1980, Dec Average, Saudi Arabia
4.66629,1981, Jan Average, Saudi Arabia
7.63403,1981, Feb Average, Saudi Arabia
26.2895,1981, Mar Average, Saudi Arabia
5.29443,1981, Apr Average, Saudi Arabia
13.773,1981, May Average, Saudi Arabia
1.46105,1981, Jun Average, Saudi Arabia
2.34472,1981, Jul Average, Saudi Arabia
4.7502,1981, Aug Average, Saudi Arabia
0.5689,1981, Sep Average, Saudi Arabia
1.40404,1981, Oct Average, Saudi Arabia
6.20535,1981, Nov Average, Saudi Arabia
2.33814,1981, Dec Average, Saudi Arabia
3.68916,1982, Jan Average, Saudi Arabia
8.59714,1982, Feb Average, Saudi Arabia
25.3669,1982, Mar Average, Saudi Arabia
31.8919,1982, Apr Average, Saudi Arabia
31.1462,1982, May Average, Saudi Arabia
1.86227,1982, Jun Average, Saudi Arabia
1.94941,1982, Jul Average, Saudi Arabia
1.98563,1982, Aug Average, Saudi Arabia
1.35681,1982, Sep Average, Saudi Arabia
3.85291,1982, Oct Average, Saudi Arabia
7.58593,1982, Nov Average, Saudi Arabia
5.10237,1982, Dec Average, Saudi Arabia
7.61806,1983, Jan Average, Saudi Arabia
6.51075,1983, Feb Average, Saudi Arabia
19.1923,1983, Mar Average, Saudi Arabia
26.4295,1983, Apr Average, Saudi Arabia
7.60989,1983, May Average, Saudi Arabia
1.00977,1983, Jun Average, Saudi Arabia
1.50153,1983, Jul Average, Saudi Arabia
5.35125,1983, Aug Average, Saudi Arabia
0.53781,1983, Sep Average, Saudi Arabia
0.38673,1983, Oct Average, Saudi Arabia
1.73006,1983, Nov Average, Saudi Arabia
1.07867,1983, Dec Average, Saudi Arabia
1.62835,1984, Jan Average, Saudi Arabia
